2,23,223.41,176.67,34.75,105.85,-1,-1,-1,-1
2,46,297.81,152.96,51.55,172.72,-1,-1,-1,-1
2,61,454.68,206.39,23.71,65.08,-1,-1,-1,-1
3,23,223.62,176.46,34.44,105.84,-1,-1,-1,-1
3,46,295.06,150.84,61.98,177.46,-1,-1,-1,-1
3,61,454.51,206.14,23.92,66.72,-1,-1,-1,-1
4,23,223.48,174.71,40.23,113.31,-1,-1,-1,-1
4,46,295.43,146.12,60.91,182.97,-1,-1,-1,-1
4,61,454.10,206.65,26.25,67.48,-1,-1,-1,-1
5,23,223.31,177.86,40.51,113.09,-1,-1,-1,-1
5,46,302.93,145.78,62.90,182.34,-1,-1,-1,-1
5,61,450.97,210.90,23.92,64.63,-1,-1,-1,-1
6,23,223.45,177.81,40.35,113.43,-1,-1,-1,-1
6,46,304.07,137.12,72.14,197.81,-1,-1,-1,-1
6,61,455.06,209.92,21.81,65.62,-1,-1,-1,-1
7,23,222.64,170.48,44.66,123.72,-1,-1,-1,-1
7,46,304.90,132.12,72.27,202.73,-1,-1,-1,-1
7,61,454.84,211.68,21.96,64.01,-1,-1,-1,-1
8,23,224.98,171.10,39.22,123.60,-1,-1,-1,-1
8,46,308.28,132.20,72.04,202.43,-1,-1,-1,-1
8,61,454.75,213.46,22.56,62.34,-1,-1,-1,-1
9,23,223.41,170.01,42.58,128.50,-1,-1,-1,-1
9,46,319.20,140.17,70.53,203.42,-1,-1,-1,-1
9,61,455.10,211.87,22.31,63.80,-1,-1,-1,-1
10,23,221.44,173.45,44.11,124.00,-1,-1,-1,-1
10,46,321.92,140.76,71.19,202.54,-1,-1,-1,-1
10,61,455.89,213.33,22.36,63.99,-1,-1,-1,-1
11,23,223.17,173.47,42.18,128.07,-1,-1,-1,-1
11,46,324.63,130.02,90.96,242.40,-1,-1,-1,-1
11,61,455.43,213.45,23.95,66.73,-1,-1,-1,-1
12,23,223.46,178.40,42.23,128.02,-1,-1,-1,-1
12,46,337.96,130.21,82.49,239.72,-1,-1,-1,-1
12,61,458.08,205.63,25.40,77.65,-1,-1,-1,-1
13,23,224.06,178.42,42.59,127.78,-1,-1,-1,-1
13,46,351.74,123.08,80.10,247.31,-1,-1,-1,-1
13,61,460.07,213.67,23.93,66.72,-1,-1,-1,-1
